0,0,-200,0,0,0,10,1,21,200,20,420,-1,0,0,0,0,,,,
-210,0,-510,0,0,0,31,1,10,620,20,200,-1,0,0,0,0,,-210,,-510
-420,20,-820,0,0,0,10,1,21,200,20,420,-1,0,0,0,0,,-420,,-820
-10,40,-1230,0,0,0,51,1,20,1020,20,400,-1,0,0,0,0,,-10,,-1230
450,20,-980,0,0,0,5,1,5,100,20,100,-1,450,120,-980,1,,450,,-980
450,100,-720,0,0,0,10,1,21,200,20,420,-1,0,0,0,0,,500,,-720
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,560,,-500
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
0,0,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0,,20,,20
