0,0,-200,0,0,0,10,1,21,200,20,420,0,0,0,0
0,20,-620,0,0,0,10,1,21,200,20,420,0,0,0,0
0,40,-940,0,0,0,10,1,11,200,20,220,0,0,0,0
0,60,-1150,0,0,0,10,1,10,200,20,200,0,0,0,0
0,0,-1460,0,0,0,10,1,21,200,20,420,0,0,0,0
70,40,-1280,0,0,0,3,2,3,60,40,60,0,0,0,0
-70,40,-1280,0,0,0,3,2,3,60,40,60,0,0,0,0
0,60,-1280,0,0,0,4,4,3,80,80,60,0,0,0,0
0,60,-1370,0,0,0,4,3,4,80,60,80,0,0,0,0
0,60,-1470,0,0,0,4,3,4,80,60,80,0,0,0,0
0,80,-1590,0,0,0,4,4,4,80,80,80,0,0,0,0
0,80,-1680,0,0,0,10,4,1,200,80,20,0,0,0,0
0,80,-1900,0,0,0,10,1,21,200,20,420,0,0,0,0
0,100,-2360,0,0,0,25,1,25,500,20,500,0,0,0,0
0,80,-2660,0,0,0,5,1,5,100,20,100,0,320,-2660,1
0,300,-2920,0,0,0,10,1,21,200,20,420,0,0,0,0
310,300,-3030,0,0,0,21,1,10,420,20,200,0,0,0,0
730,320,-3030,0,0,0,21,1,10,420,20,200,0,0,0,0
1090,200,-3030,0,0,0,15,1,10,300,20,200,0,0,0,0
950,320,-3030,0,0,0,1,7,10,20,140,200,0,0,0,0
990,200,-3100,0,0,0,3,1,3,60,20,60,990,320,-3100,0.5
990,320,-2960,0,0,0,3,1,3,60,20,60,990,200,-2960,0.5
990,320,-3030,0,0,0,3,7,4,60,140,80,0,0,0,0
1230,320,-3030,0,0,0,1,7,10,20,140,200,0,0,0,0
1030,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1050,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1070,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1090,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1110,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1130,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1150,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1170,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1190,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1210,320,-3030,0,0,0,1,1,4,20,20,80,0,0,0,0
1450,320,-3030,0,0,0,21,1,10,420,20,200,0,0,0,0
1610,320,-3180,0,0,0,5,1,5,100,20,100,2610,320,-3180,1.5
2610,320,-2880,0,0,0,5,1,5,100,20,100,1610,320,-2880,1.5
2770,320,-3030,0,0,0,21,1,10,420,20,200,0,0,0,0
3480,340,-3030,0,0,0,50,1,50,1000,20,1000,0,0,0,0
4030,340,-3030,0,0,0,5,1,5,100,20,100,0,0,0,0
